"Label (Grouping)","Population 16 years and over with earnings","Population 16 years and over with earnings!!Median earnings (dollars)","Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS","Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$1 to $9,999 or loss","Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$10,000 to $14,999","Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$15,000 to $24,999","Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$25,000 to $34,999","Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$35,000 to $49,999","Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$50,000 to $64,999","Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$65,000 to $74,999","Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$75,000 to $99,999","Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$100,000 or more","Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!Median earnings (dollars) for full-time, year-round workers with earnings","Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!Mean earnings (dollars) for full-time, year-round workers with earnings","MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT","MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings","MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings!!Less than high school graduate","MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings!!High school graduate (includes equivalency)","MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings!!Some college or associate's degree","MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings!!Bachelor's degree","MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings!!Graduate or professional degree"
"        Estimate","5,090,476","41,436","3,097,304","49,120","57,179","172,630","348,256","561,175","506,185","241,864","450,505","710,390","60,899","81,192","","48,217","22,272","30,828","39,669","62,336","80,242"
"    Percent Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","5,090,476","(X)","3,097,304","1.6%","1.8%","5.6%","11.2%","18.1%","16.3%","7.8%","14.5%","22.9%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"North Carolina","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","5,676,059","40,679","3,886,410","61,779","79,448","289,440","569,105","836,053","657,767","265,725","427,179","699,914","51,729","71,840","","46,075","30,324","35,269","41,354","59,713","76,062"
"    Percent","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","5,676,059","(X)","3,886,410","1.6%","2.0%","7.4%","14.6%","21.5%","16.9%","6.8%","11.0%","18.0%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,955,134","45,506","2,175,288","31,219","37,362","136,093","282,506","433,516","371,657","153,854","257,055","472,026","55,156","80,257","","52,127","33,232","40,812","48,809","72,567","98,379"
"    Percent Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,955,134","(X)","2,175,288","1.4%","1.7%","6.3%","13.0%","19.9%","17.1%","7.1%","11.8%","21.7%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,720,925","35,441","1,711,122","30,560","42,086","153,347","286,599","402,537","286,110","111,871","170,124","227,888","47,092","61,140","","40,611","22,752","29,399","35,405","51,352","64,377"
"    Percent Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,720,925","(X)","1,711,122","1.8%","2.5%","9.0%","16.7%","23.5%","16.7%","6.5%","9.9%","13.3%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"North Dakota","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","456,185","42,807","299,869","5,189","5,536","16,599","32,876","65,864","61,934","24,814","35,976","51,081","55,044","72,937","","50,304","41,762","39,250","47,258","56,830","71,211"
"    Percent","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","456,185","(X)","299,869","1.7%","1.8%","5.5%","11.0%","22.0%","20.7%","8.3%","12.0%","17.0%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","248,171","51,152","175,780","2,912","2,831","7,494","15,052","31,473","36,744","16,376","23,849","39,049","61,786","84,028","","57,981","47,293","46,458","58,698","69,941","83,071"
"    Percent Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","248,171","(X)","175,780","1.7%","1.6%","4.3%","8.6%","17.9%","20.9%","9.3%","13.6%","22.2%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","208,014","36,162","124,089","2,277","2,705","9,105","17,824","34,391","25,190","8,438","12,127","12,032","47,704","57,226","","41,585","25,384","31,425","38,419","50,888","62,432"
"    Percent Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","208,014","(X)","124,089","1.8%","2.2%","7.3%","14.4%","27.7%","20.3%","6.8%","9.8%","9.7%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"Ohio","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","6,312,910","41,140","4,161,429","62,063","73,130","262,573","521,411","870,653","748,682","332,993","568,492","721,432","54,731","71,927","","47,521","30,152","36,919","42,690","62,605","77,691"
"    Percent","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","6,312,910","(X)","4,161,429","1.5%","1.8%","6.3%","12.5%","20.9%","18.0%","8.0%","13.7%","17.3%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,298,410","48,427","2,357,495","32,609","36,035","114,023","239,354","445,259","438,039","188,958","354,452","508,766","60,600","80,596","","54,436","34,751","43,823","52,191","75,136","94,557"
"    Percent Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,298,410","(X)","2,357,495","1.4%","1.5%","4.8%","10.2%","18.9%","18.6%","8.0%","15.0%","21.6%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,014,500","34,416","1,803,934","29,454","37,095","148,550","282,057","425,394","310,643","144,035","214,040","212,666","48,971","60,597","","40,334","21,565","29,197","35,817","53,252","69,993"
"    Percent Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,014,500","(X)","1,803,934","1.6%","2.1%","8.2%","15.6%","23.6%","17.2%","8.0%","11.9%","11.8%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"Oklahoma","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,029,599","36,988","1,381,396","31,725","37,788","132,102","209,114","318,386","227,273","93,226","146,710","185,072","47,623","62,964","","42,362","30,354","35,332","40,237","53,732","70,191"
"    Percent","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,029,599","(X)","1,381,396","2.3%","2.7%","9.6%","15.1%","23.0%","16.5%","6.7%","10.6%","13.4%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,086,479","42,328","787,956","15,800","18,504","60,186","103,502","159,707","138,358","58,436","97,880","135,583","52,833","70,516","","50,265","35,928","41,067","49,087","66,236","84,717"
"    Percent Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,086,479","(X)","787,956","2.0%","2.3%","7.6%","13.1%","20.3%","17.6%","7.4%","12.4%","17.2%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","943,120","31,509","593,440","15,925","19,284","71,916","105,612","158,679","88,915","34,790","48,830","49,489","42,012","52,936","","36,569","21,593","27,647","32,874","46,553","60,369"
"    Percent Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","943,120","(X)","593,440","2.7%","3.2%","12.1%","17.8%","26.7%","15.0%","5.9%","8.2%","8.3%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"Oregon","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,310,483","41,996","1,422,051","22,907","23,781","78,564","157,286","282,273","240,558","100,834","205,257","310,591","58,569","78,260","","48,807","30,994","37,284","42,769","62,676","81,633"
"    Percent","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,310,483","(X)","1,422,051","1.6%","1.7%","5.5%","11.1%","19.8%","16.9%","7.1%","14.4%","21.8%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,216,158","48,520","819,485","12,841","10,276","35,641","82,043","153,040","139,781","56,939","123,605","205,319","62,349","85,602","","54,766","36,201","42,047","51,886","74,464","94,249"
"    Percent Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,216,158","(X)","819,485","1.6%","1.3%","4.3%","10.0%","18.7%","17.1%","6.9%","15.1%","25.1%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,094,325","36,275","602,566","10,066","13,505","42,923","75,243","129,233","100,777","43,895","81,652","105,272","53,693","68,275","","41,808","25,018","30,963","36,552","53,656","73,646"
"    Percent Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,094,325","(X)","602,566","1.7%","2.2%","7.1%","12.5%","21.4%","16.7%","7.3%","13.6%","17.5%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"Pennsylvania","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","6,993,161","43,371","4,650,184","68,463","81,136","254,208","537,516","904,012","814,880","380,773","656,380","952,816","58,360","77,447","","50,871","32,177","38,087","44,804","64,722","80,977"
"    Percent","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","6,993,161","(X)","4,650,184","1.5%","1.7%","5.5%","11.6%","19.4%","17.5%","8.2%","14.1%","20.5%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,651,941","51,284","2,635,037","35,439","40,514","115,148","248,638","459,289","463,818","218,987","403,273","649,931","63,487","86,494","","57,729","39,267","45,060","53,436","77,353","98,386"
"    Percent Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,651,941","(X)","2,635,037","1.3%","1.5%","4.4%","9.4%","17.4%","17.6%","8.3%","15.3%","24.7%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,341,220","36,594","2,015,147","33,024","40,622","139,060","288,878","444,723","351,062","161,786","253,107","302,885","52,070","65,618","","42,397","23,562","30,480","37,537","54,430","71,618"
"    Percent Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,341,220","(X)","2,015,147","1.6%","2.0%","6.9%","14.3%","22.1%","17.4%","8.0%","12.6%","15.0%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"Rhode Island","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","618,194","47,266","407,422","4,953","7,284","22,355","34,933","74,550","72,637","31,388","65,920","93,402","62,628","78,643","","54,012","35,287","41,160","48,802","67,148","85,586"
"    Percent","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","618,194","(X)","407,422","1.2%","1.8%","5.5%","8.6%","18.3%","17.8%","7.7%","16.2%","22.9%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","316,556","53,320","221,739","2,008","4,055","6,589","14,820","37,239","41,060","16,879","37,555","61,534","68,361","86,862","","61,128","42,946","48,077","55,854","80,898","100,702"
"    Percent Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","316,556","(X)","221,739","0.9%","1.8%","3.0%","6.7%","16.8%","18.5%","7.6%","16.9%","27.8%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","301,638","40,839","185,683","2,945","3,229","15,766","20,113","37,311","31,577","14,509","28,365","31,868","56,549","68,828","","47,240","22,467","32,801","41,502","60,614","76,489"
"    Percent Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","301,638","(X)","185,683","1.6%","1.7%","8.5%","10.8%","20.1%","17.0%","7.8%","15.3%","17.2%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"South Carolina","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,736,303","38,153","1,821,709","28,851","38,126","162,801","267,005","408,466","310,404","118,915","198,944","288,197","50,184","68,104","","43,331","27,141","34,785","40,386","57,407","67,170"
"    Percent","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,736,303","(X)","1,821,709","1.6%","2.1%","8.9%","14.7%","22.4%","17.0%","6.5%","10.9%","15.8%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,404,953","44,319","1,013,100","14,745","16,969","77,843","120,355","199,169","179,068","72,727","127,068","205,156","55,157","77,739","","51,631","31,919","41,372","50,113","70,820","93,583"
"    Percent Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,404,953","(X)","1,013,100","1.5%","1.7%","7.7%","11.9%","19.7%","17.7%","7.2%","12.5%","20.3%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,331,350","32,319","808,609","14,106","21,157","84,958","146,650","209,297","131,336","46,188","71,876","83,041","43,614","56,033","","37,006","19,045","27,278","33,394","47,076","55,888"
"    Percent Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,331,350","(X)","808,609","1.7%","2.6%","10.5%","18.1%","25.9%","16.2%","5.7%","8.9%","10.3%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"South Dakota","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","514,041","40,978","346,592","6,744","8,129","22,452","41,206","88,604","74,734","26,101","36,082","42,540","50,930","64,487","","45,902","30,523","38,669","45,237","52,325","67,981"
"    Percent","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","514,041","(X)","346,592","1.9%","2.3%","6.5%","11.9%","25.6%","21.6%","7.5%","10.4%","12.3%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","276,398","46,891","202,317","4,086","4,212","11,201","20,495","42,209","46,095","15,824","25,800","32,395","56,091","71,780","","51,980","32,728","42,193","52,366","62,017","78,289"
"    Percent Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","276,398","(X)","202,317","2.0%","2.1%","5.5%","10.1%","20.9%","22.8%","7.8%","12.8%","16.0%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","237,643","35,540","144,275","2,658","3,917","11,251","20,711","46,395","28,639","10,277","10,282","10,145","45,067","54,260","","40,443","22,462","31,409","36,809","47,123","62,107"
"    Percent Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","237,643","(X)","144,275","1.8%","2.7%","7.8%","14.4%","32.2%","19.9%","7.1%","7.1%","7.0%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"Tennessee","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,729,450","40,190","2,551,514","44,668","57,241","201,994","373,822","566,308","447,227","182,114","287,449","390,691","50,788","67,960","","45,072","30,183","36,093","41,663","57,539","72,837"
"    Percent","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,729,450","(X)","2,551,514","1.8%","2.2%","7.9%","14.7%","22.2%","17.5%","7.1%","11.3%","15.3%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,951,819","45,868","1,429,965","21,944","25,850","89,347","179,832","290,397","252,149","109,881","182,590","277,975","55,145","76,624","","52,035","32,391","41,768","50,507","72,069","90,027"
"    Percent Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,951,819","(X)","1,429,965","1.5%","1.8%","6.2%","12.6%","20.3%","17.6%","7.7%","12.8%","19.4%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,777,631","33,514","1,121,549","22,724","31,391","112,647","193,990","275,911","195,078","72,233","104,859","112,716","45,021","56,915","","39,185","24,280","29,504","35,423","47,882","62,159"
"    Percent Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,777,631","(X)","1,121,549","2.0%","2.8%","10.0%","17.3%","24.6%","17.4%","6.4%","9.3%","10.1%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"Texas","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","15,901,874","41,277","11,108,199","213,483","290,898","967,066","1,525,258","1,994,252","1,786,345","779,113","1,353,311","2,198,473","53,944","74,460","","48,430","29,317","36,217","43,687","64,905","82,824"
"    Percent","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","15,901,874","(X)","11,108,199","1.9%","2.6%","8.7%","13.7%","18.0%","16.1%","7.0%","12.2%","19.8%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","8,600,012","48,299","6,419,723","104,433","132,137","441,808","791,906","1,092,141","993,283","445,634","838,230","1,580,151","60,004","84,055","","55,057","33,918","43,439","53,009","80,807","104,215"
"    Percent Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","8,600,012","(X)","6,419,723","1.6%","2.1%","6.9%","12.3%","17.0%","15.5%","6.9%","13.1%","24.6%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","7,301,862","34,035","4,688,476","109,050","158,761","525,258","733,352","902,111","793,062","333,479","515,081","618,322","48,120","61,323","","40,346","21,027","27,724","36,414","56,594","69,050"
"    Percent Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","7,301,862","(X)","4,688,476","2.3%","3.4%","11.2%","15.6%","19.2%","16.9%","7.1%","11.0%","13.2%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"Utah","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,887,083","40,959","1,180,586","12,978","17,378","58,827","140,257","246,082","203,888","88,770","162,755","249,651","58,019","77,534","","51,104","37,472","40,700","43,406","60,973","90,548"
"    Percent","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,887,083","(X)","1,180,586","1.1%","1.5%","5.0%","11.9%","20.8%","17.3%","7.5%","13.8%","21.1%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,042,890","51,699","746,932","6,722","8,883","29,004","67,654","135,502","124,003","56,876","117,227","201,061","65,278","88,017","","63,245","44,160","48,961","56,715","78,700","111,257"
"    Percent Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,042,890","(X)","746,932","0.9%","1.2%","3.9%","9.1%","18.1%","16.6%","7.6%","15.7%","26.9%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","844,193","31,050","433,654","6,256","8,495","29,823","72,603","110,580","79,885","31,894","45,528","48,590","47,750","59,478","","38,217","28,237","31,762","34,715","46,836","65,531"
"    Percent Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","844,193","(X)","433,654","1.4%","2.0%","6.9%","16.7%","25.5%","18.4%","7.4%","10.5%","11.2%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"Vermont","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","381,821","42,147","232,088","3,572","3,929","10,146","23,679","46,760","46,716","22,423","36,334","38,529","58,760","72,190","","50,561","34,612","41,388","44,003","54,163","68,409"
"    Percent","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","381,821","(X)","232,088","1.5%","1.7%","4.4%","10.2%","20.1%","20.1%","9.7%","15.7%","16.6%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","195,176","46,185","126,140","1,669","1,756","4,707","12,000","24,543","24,536","11,213","20,618","25,098","61,383","78,618","","53,541","38,084","46,350","53,267","55,105","81,508"
"    Percent Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","195,176","(X)","126,140","1.3%","1.4%","3.7%","9.5%","19.5%","19.5%","8.9%","16.3%","19.9%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","186,645","39,356","105,948","1,903","2,173","5,439","11,679","22,217","22,180","11,210","15,716","13,431","54,933","64,538","","46,082","29,123","33,734","38,509","53,601","62,549"
"    Percent Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","186,645","(X)","105,948","1.8%","2.1%","5.1%","11.0%","21.0%","20.9%","10.6%","14.8%","12.7%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"Virginia","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","4,804,471","48,178","3,344,127","48,633","61,346","203,736","339,269","545,905","520,573","233,009","469,406","922,250","63,583","86,175","","55,607","30,436","39,730","45,135","73,893","96,914"
"    Percent","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","4,804,471","(X)","3,344,127","1.5%","1.8%","6.1%","10.1%","16.3%","15.6%","7.0%","14.0%","27.6%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,528,914","55,333","1,884,424","23,546","28,072","94,298","161,209","278,620","287,350","132,219","267,567","611,543","70,551","95,793","","64,525","36,498","46,450","54,515","88,211","120,363"
"    Percent Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,528,914","(X)","1,884,424","1.2%","1.5%","5.0%","8.6%","14.8%","15.2%","7.0%","14.2%","32.5%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,275,557","40,560","1,459,703","25,087","33,274","109,438","178,060","267,285","233,223","100,790","201,839","310,707","56,498","73,759","","47,280","21,407","30,867","38,271","60,677","79,392"
"    Percent Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,275,557","(X)","1,459,703","1.7%","2.3%","7.5%","12.2%","18.3%","16.0%","6.9%","13.8%","21.3%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"Washington","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","4,273,343","51,640","2,803,170","32,937","35,255","109,559","240,076","457,285","437,411","212,173","419,996","858,478","69,439","95,811","","59,430","36,000","42,288","51,740","76,376","100,613"
"    Percent","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","4,273,343","(X)","2,803,170","1.2%","1.3%","3.9%","8.6%","16.3%","15.6%","7.6%","15.0%","30.6%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,325,138","60,621","1,661,684","18,174","15,888","55,742","123,250","238,262","251,517","120,750","248,250","589,851","75,587","106,845","","68,109","40,821","50,374","61,596","93,135","123,731"
"    Percent Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,325,138","(X)","1,661,684","1.1%","1.0%","3.4%","7.4%","14.3%","15.1%","7.3%","14.9%","35.5%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,948,205","42,221","1,141,486","14,763","19,367","53,817","116,826","219,023","185,894","91,423","171,746","268,627","61,862","79,748","","49,352","27,512","35,322","42,451","61,852","83,186"
"    Percent Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,948,205","(X)","1,141,486","1.3%","1.7%","4.7%","10.2%","19.2%","16.3%","8.0%","15.0%","23.5%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"West Virginia","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","810,082","37,256","548,802","10,741","11,228","53,310","83,668","117,635","97,978","36,441","62,537","75,264","49,650","63,396","","42,738","26,692","35,052","40,791","52,887","63,974"
"    Percent","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","810,082","(X)","548,802","2.0%","2.0%","9.7%","15.2%","21.4%","17.9%","6.6%","11.4%","13.7%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","426,516","44,476","306,208","6,093","5,480","22,293","37,786","56,983","60,192","20,668","41,960","54,753","54,993","69,825","","50,775","31,728","42,328","51,797","61,978","81,142"
"    Percent Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","426,516","(X)","306,208","2.0%","1.8%","7.3%","12.3%","18.6%","19.7%","6.7%","13.7%","17.9%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","383,566","31,364","242,594","4,648","5,748","31,017","45,882","60,652","37,786","15,773","20,577","20,511","42,486","55,281","","36,638","22,346","26,556","33,565","46,408","56,531"
"    Percent Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","383,566","(X)","242,594","1.9%","2.4%","12.8%","18.9%","25.0%","15.6%","6.5%","8.5%","8.5%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"Wisconsin","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,308,913","42,873","2,178,536","33,317","33,097","108,769","245,448","481,048","437,147","192,361","292,216","355,133","55,334","72,094","","50,039","35,193","40,104","45,726","61,428","75,811"
"    Percent","","","","","","","","","","","","","","","","","","","","",""
