"Label (Grouping)","Population 16 years and over with earnings","Population 16 years and over with earnings!!Median earnings (dollars)","Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS","Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$1 to $9,999 or loss","Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$10,000 to $14,999","Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$15,000 to $24,999","Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$25,000 to $34,999","Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$35,000 to $49,999","Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$50,000 to $64,999","Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$65,000 to $74,999","Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$75,000 to $99,999","Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$100,000 or more","Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!Median earnings (dollars) for full-time, year-round workers with earnings","Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!Mean earnings (dollars) for full-time, year-round workers with earnings","MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT","MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings","MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings!!Less than high school graduate","MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings!!High school graduate (includes equivalency)","MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings!!Some college or associate's degree","MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings!!Bachelor's degree","MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings!!Graduate or professional degree"
"        Estimate","5,023,575","(X)","2,910,204","1.7%","1.5%","5.8%","11.4%","18.5%","16.8%","8.0%","15.0%","21.3%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"North Carolina","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","5,484,771","37,218","3,614,680","68,436","90,799","341,777","551,719","751,227","590,604","241,588","392,998","585,532","50,043","67,841","","42,244","26,097","32,075","37,845","55,494","70,335"
"    Percent","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","5,484,771","(X)","3,614,680","1.9%","2.5%","9.5%","15.3%","20.8%","16.3%","6.7%","10.9%","16.2%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,849,661","42,313","2,033,733","36,788","44,107","158,724","279,602","386,462","340,070","144,166","233,895","409,919","52,421","75,950","","50,035","29,483","38,263","45,585","70,586","93,025"
"    Percent Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,849,661","(X)","2,033,733","1.8%","2.2%","7.8%","13.7%","19.0%","16.7%","7.1%","11.5%","20.2%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,635,110","31,909","1,580,947","31,648","46,692","183,053","272,117","364,765","250,534","97,422","159,103","175,613","44,297","57,410","","36,889","20,536","26,902","31,689","47,054","59,337"
"    Percent Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,635,110","(X)","1,580,947","2.0%","3.0%","11.6%","17.2%","23.1%","15.8%","6.2%","10.1%","11.1%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"North Dakota","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","445,532","39,438","282,289","4,356","6,475","23,496","35,155","62,371","52,893","23,135","36,404","38,004","51,500","64,583","","46,025","30,064","39,631","42,412","54,510","67,774"
"    Percent","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","445,532","(X)","282,289","1.5%","2.3%","8.3%","12.5%","22.1%","18.7%","8.2%","12.9%","13.5%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","245,005","46,066","168,716","2,531","3,638","11,148","15,885","34,128","31,789","13,924","26,004","29,669","57,121","71,510","","54,184","40,365","43,193","53,700","62,394","73,549"
"    Percent Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","245,005","(X)","168,716","1.5%","2.2%","6.6%","9.4%","20.2%","18.8%","8.3%","15.4%","17.6%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","200,527","31,413","113,573","1,825","2,837","12,348","19,270","28,243","21,104","9,211","10,400","8,335","45,182","54,294","","38,285","15,826","30,565","33,269","46,617","66,043"
"    Percent Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","200,527","(X)","113,573","1.6%","2.5%","10.9%","17.0%","24.9%","18.6%","8.1%","9.2%","7.3%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"Ohio","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","6,188,996","38,214","3,934,675","56,601","75,942","298,076","564,131","822,888","696,039","324,007","500,311","596,680","51,775","67,931","","43,794","28,017","35,087","40,348","58,453","74,866"
"    Percent","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","6,188,996","(X)","3,934,675","1.4%","1.9%","7.6%","14.3%","20.9%","17.7%","8.2%","12.7%","15.2%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,217,648","44,907","2,212,622","27,167","39,139","129,296","260,930","427,537","401,662","188,050","311,527","427,314","57,177","75,677","","51,261","32,306","41,484","48,832","70,866","89,365"
"    Percent Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,217,648","(X)","2,212,622","1.2%","1.8%","5.8%","11.8%","19.3%","18.2%","8.5%","14.1%","19.3%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,971,348","32,031","1,722,053","29,434","36,803","168,780","303,201","395,351","294,377","135,957","188,784","169,366","46,068","57,979","","37,056","21,257","27,106","33,738","50,087","66,283"
"    Percent Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,971,348","(X)","1,722,053","1.7%","2.1%","9.8%","17.6%","23.0%","17.1%","7.9%","11.0%","9.8%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"Oklahoma","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,978,145","34,460","1,314,813","29,456","44,640","157,785","211,941","280,860","218,114","87,919","131,207","152,891","45,125","58,670","","40,163","27,597","31,976","37,329","50,771","65,294"
"    Percent","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,978,145","(X)","1,314,813","2.2%","3.4%","12.0%","16.1%","21.4%","16.6%","6.7%","10.0%","11.6%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,037,898","40,525","739,276","13,497","18,396","73,530","100,890","142,396","131,227","53,747","89,079","116,514","51,289","66,493","","47,298","32,353","39,623","46,993","61,383","79,819"
"    Percent Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,037,898","(X)","739,276","1.8%","2.5%","9.9%","13.6%","19.3%","17.8%","7.3%","12.0%","15.8%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","940,247","28,717","575,537","15,959","26,244","84,255","111,051","138,464","86,887","34,172","42,128","36,377","39,781","48,622","","33,368","20,913","25,135","31,224","43,639","57,261"
"    Percent Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","940,247","(X)","575,537","2.8%","4.6%","14.6%","19.3%","24.1%","15.1%","5.9%","7.3%","6.3%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"Oregon","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,250,029","40,063","1,345,257","19,404","27,230","80,607","169,386","268,657","224,357","106,759","177,338","271,519","55,987","75,044","","45,562","31,335","36,031","40,827","57,419","78,702"
"    Percent","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,250,029","(X)","1,345,257","1.4%","2.0%","6.0%","12.6%","20.0%","16.7%","7.9%","13.2%","20.2%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,188,756","44,855","775,588","11,337","14,442","37,542","86,302","142,928","129,185","63,801","104,264","185,787","60,831","82,192","","51,475","35,594","40,964","47,090","68,073","92,449"
"    Percent Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,188,756","(X)","775,588","1.5%","1.9%","4.8%","11.1%","18.4%","16.7%","8.2%","13.4%","24.0%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,061,273","34,437","569,669","8,067","12,788","43,065","83,084","125,729","95,172","42,958","73,074","85,732","51,057","65,312","","39,996","24,746","30,535","34,678","49,753","70,436"
"    Percent Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,061,273","(X)","569,669","1.4%","2.2%","7.6%","14.6%","22.1%","16.7%","7.5%","12.8%","15.0%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"Pennsylvania","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","6,841,704","40,983","4,388,257","70,190","78,585","283,722","552,823","844,355","760,112","359,056","613,732","825,682","55,875","74,328","","47,140","28,562","35,528","41,521","61,170","78,261"
"    Percent","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","6,841,704","(X)","4,388,257","1.6%","1.8%","6.5%","12.6%","19.2%","17.3%","8.2%","14.0%","18.8%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,562,860","48,552","2,456,974","35,285","37,439","130,243","250,223","421,331","425,466","209,954","373,985","573,048","62,096","83,436","","53,837","34,793","42,012","50,953","72,801","93,707"
"    Percent Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,562,860","(X)","2,456,974","1.4%","1.5%","5.3%","10.2%","17.1%","17.3%","8.5%","15.2%","23.3%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,278,844","34,515","1,931,283","34,905","41,146","153,479","302,600","423,024","334,646","149,102","239,747","252,634","50,272","62,741","","40,220","20,638","28,728","35,310","51,648","69,606"
"    Percent Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,278,844","(X)","1,931,283","1.8%","2.1%","7.9%","15.7%","21.9%","17.3%","7.7%","12.4%","13.1%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"Rhode Island","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","614,069","41,891","383,647","6,213","4,684","21,270","40,964","73,392","68,383","30,785","61,486","76,470","60,224","76,348","","50,500","31,280","40,297","44,680","62,069","81,413"
"    Percent","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","614,069","(X)","383,647","1.6%","1.2%","5.5%","10.7%","19.1%","17.8%","8.0%","16.0%","19.9%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","315,545","47,009","216,009","2,641","2,878","9,340","21,363","39,737","36,255","17,357","35,201","51,237","63,219","83,415","","56,158","37,129","44,581","51,944","72,706","90,719"
"    Percent Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","315,545","(X)","216,009","1.2%","1.3%","4.3%","9.9%","18.4%","16.8%","8.0%","16.3%","23.7%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","298,524","36,255","167,638","3,572","1,806","11,930","19,601","33,655","32,128","13,428","26,285","25,233","54,188","67,242","","44,428","22,070","31,427","39,238","52,084","74,523"
"    Percent Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","298,524","(X)","167,638","2.1%","1.1%","7.1%","11.7%","20.1%","19.2%","8.0%","15.7%","15.1%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"South Carolina","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,586,724","35,987","1,717,754","39,852","45,328","166,683","281,688","381,233","282,401","120,331","173,914","226,324","46,556","62,753","","40,974","27,014","32,587","38,235","51,257","63,545"
"    Percent","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,586,724","(X)","1,717,754","2.3%","2.6%","9.7%","16.4%","22.2%","16.4%","7.0%","10.1%","13.2%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,335,859","41,867","948,323","19,493","20,788","71,814","126,113","188,958","166,267","75,294","110,160","169,436","52,296","72,103","","48,879","30,251","39,690","47,671","65,225","79,656"
"    Percent Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,335,859","(X)","948,323","2.1%","2.2%","7.6%","13.3%","19.9%","17.5%","7.9%","11.6%","17.9%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,250,865","30,931","769,431","20,359","24,540","94,869","155,575","192,275","116,134","45,037","63,754","56,888","40,739","51,230","","35,128","22,401","26,805","32,047","41,810","54,057"
"    Percent Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,250,865","(X)","769,431","2.6%","3.2%","12.3%","20.2%","25.0%","15.1%","5.9%","8.3%","7.4%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"South Dakota","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","499,406","37,149","325,575","6,820","6,496","25,509","47,191","81,223","62,506","25,654","31,325","38,851","48,477","64,368","","42,204","28,754","35,069","40,249","51,375","61,699"
"    Percent","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","499,406","(X)","325,575","2.1%","2.0%","7.8%","14.5%","24.9%","19.2%","7.9%","9.6%","11.9%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","265,694","43,280","186,230","4,020","3,698","10,018","20,601","42,381","39,013","16,248","21,527","28,724","52,405","73,092","","49,997","32,400","41,556","47,657","62,850","66,231"
"    Percent Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","265,694","(X)","186,230","2.2%","2.0%","5.4%","11.1%","22.8%","20.9%","8.7%","11.6%","15.4%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","233,712","32,127","139,345","2,800","2,798","15,491","26,590","38,842","23,493","9,406","9,798","10,127","41,792","52,709","","36,636","25,028","27,041","33,953","45,290","55,970"
"    Percent Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","233,712","(X)","139,345","2.0%","2.0%","11.1%","19.1%","27.9%","16.9%","6.8%","7.0%","7.3%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"Tennessee","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,575,920","36,663","2,374,502","41,967","59,140","226,583","392,484","532,948","389,776","166,482","234,960","330,162","46,909","65,099","","41,181","27,481","32,457","39,041","53,286","67,850"
"    Percent","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,575,920","(X)","2,374,502","1.8%","2.5%","9.5%","16.5%","22.4%","16.4%","7.0%","9.9%","13.9%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,868,589","41,575","1,329,891","19,603","24,221","109,257","191,364","277,179","224,500","96,514","150,376","236,877","51,538","73,872","","47,214","32,305","37,784","46,095","66,812","85,359"
"    Percent Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,868,589","(X)","1,329,891","1.5%","1.8%","8.2%","14.4%","20.8%","16.9%","7.3%","11.3%","17.8%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,707,331","31,619","1,044,611","22,364","34,919","117,326","201,120","255,769","165,276","69,968","84,584","93,285","41,863","53,932","","35,998","20,710","26,807","32,763","44,716","59,079"
"    Percent Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,707,331","(X)","1,044,611","2.1%","3.3%","11.2%","19.3%","24.5%","15.8%","6.7%","8.1%","8.9%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"Texas","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","15,203,248","38,059","10,264,354","202,678","301,183","1,045,698","1,472,645","1,843,090","1,692,005","720,684","1,143,312","1,843,059","51,271","70,134","","43,802","26,881","32,742","40,333","61,341","77,567"
"    Percent","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","15,203,248","(X)","10,264,354","2.0%","2.9%","10.2%","14.3%","18.0%","16.5%","7.0%","11.1%","18.0%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","8,244,813","44,165","5,901,775","102,808","136,477","487,689","764,035","994,576","932,700","418,497","720,445","1,344,548","56,100","79,277","","51,087","31,774","39,761","49,347","75,084","99,685"
"    Percent Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","8,244,813","(X)","5,901,775","1.7%","2.3%","8.3%","12.9%","16.9%","15.8%","7.1%","12.2%","22.8%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","6,958,435","31,690","4,362,579","99,870","164,706","558,009","708,610","848,514","759,305","302,187","422,867","498,511","45,393","57,765","","36,889","19,701","26,501","33,431","52,708","65,669"
"    Percent Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","6,958,435","(X)","4,362,579","2.3%","3.8%","12.8%","16.2%","19.4%","17.4%","6.9%","9.7%","11.4%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"Utah","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,808,251","37,325","1,103,382","18,286","18,581","66,817","158,168","229,466","190,588","87,635","135,727","198,114","52,998","73,526","","46,555","34,424","36,870","41,461","56,175","81,947"
"    Percent","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,808,251","(X)","1,103,382","1.7%","1.7%","6.1%","14.3%","20.8%","17.3%","7.9%","12.3%","18.0%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","996,118","47,089","689,501","9,449","7,846","29,494","80,392","130,293","116,854","58,939","97,623","158,611","61,269","83,682","","58,188","40,984","43,723","52,108","71,803","100,573"
"    Percent Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","996,118","(X)","689,501","1.4%","1.1%","4.3%","11.7%","18.9%","16.9%","8.5%","14.2%","23.0%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","812,133","28,337","413,881","8,837","10,735","37,323","77,776","99,173","73,734","28,696","38,104","39,503","44,707","56,607","","35,354","25,625","29,803","31,687","42,048","64,498"
"    Percent Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","812,133","(X)","413,881","2.1%","2.6%","9.0%","18.8%","24.0%","17.8%","6.9%","9.2%","9.5%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"Vermont","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","373,957","40,249","224,668","4,516","3,199","9,430","27,253","52,164","45,677","18,521","26,864","37,044","53,838","69,433","","45,731","29,953","38,339","41,332","49,075","67,439"
"    Percent","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","373,957","(X)","224,668","2.0%","1.4%","4.2%","12.1%","23.2%","20.3%","8.2%","12.0%","16.5%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","191,813","41,857","120,761","2,038","1,501","4,063","14,176","27,435","24,228","9,280","14,356","23,684","55,803","74,230","","49,335","33,908","41,128","46,509","54,502","76,369"
"    Percent Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","191,813","(X)","120,761","1.7%","1.2%","3.4%","11.7%","22.7%","20.1%","7.7%","11.9%","19.6%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","182,144","37,326","103,907","2,478","1,698","5,367","13,077","24,729","21,449","9,241","12,508","13,360","51,931","63,858","","42,718","15,611","33,370","36,363","44,894","63,652"
"    Percent Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","182,144","(X)","103,907","2.4%","1.6%","5.2%","12.6%","23.8%","20.6%","8.9%","12.0%","12.9%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"Virginia","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","4,724,849","43,963","3,208,833","49,762","56,430","241,425","367,964","529,727","495,768","228,298","414,654","824,805","60,598","82,022","","51,330","28,780","35,070","42,361","65,495","92,057"
"    Percent","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","4,724,849","(X)","3,208,833","1.6%","1.8%","7.5%","11.5%","16.5%","15.5%","7.1%","12.9%","25.7%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,480,359","51,234","1,826,747","23,556","26,677","115,509","185,499","279,098","269,689","127,457","241,624","557,638","66,014","91,609","","60,385","33,697","40,948","51,354","81,023","113,928"
"    Percent Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,480,359","(X)","1,826,747","1.3%","1.5%","6.3%","10.2%","15.3%","14.8%","7.0%","13.2%","30.5%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,244,490","36,901","1,382,086","26,206","29,753","125,916","182,465","250,629","226,079","100,841","173,030","267,167","53,414","69,350","","43,353","21,299","27,750","35,151","54,029","75,159"
"    Percent Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,244,490","(X)","1,382,086","1.9%","2.2%","9.1%","13.2%","18.1%","16.4%","7.3%","12.5%","19.3%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"Washington","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","4,149,172","46,951","2,597,561","36,088","33,718","122,442","240,179","436,622","397,580","201,877","389,606","739,449","66,440","90,783","","53,232","32,285","40,493","46,249","72,286","96,132"
"    Percent","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","4,149,172","(X)","2,597,561","1.4%","1.3%","4.7%","9.2%","16.8%","15.3%","7.8%","15.0%","28.5%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,238,955","55,930","1,526,646","17,829","17,206","58,358","116,879","224,087","223,211","115,743","235,447","517,886","74,068","101,907","","63,896","37,118","47,647","56,121","88,331","120,598"
"    Percent Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,238,955","(X)","1,526,646","1.2%","1.1%","3.8%","7.7%","14.7%","14.6%","7.6%","15.4%","33.9%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,910,217","38,443","1,070,915","18,259","16,512","64,084","123,300","212,535","174,369","86,134","154,159","221,563","57,567","74,924","","43,885","23,984","32,357","37,626","57,649","79,695"
"    Percent Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,910,217","(X)","1,070,915","1.7%","1.5%","6.0%","11.5%","19.8%","16.3%","8.0%","14.4%","20.7%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"West Virginia","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","809,087","33,739","524,870","9,422","14,352","66,608","80,084","116,345","81,570","34,783","56,633","65,073","45,714","60,915","","39,449","22,882","31,479","36,032","50,534","64,636"
"    Percent","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","809,087","(X)","524,870","1.8%","2.7%","12.7%","15.3%","22.2%","15.5%","6.6%","10.8%","12.4%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","424,286","40,796","294,373","3,903","6,555","29,293","35,844","60,766","50,457","21,418","38,910","47,227","51,981","69,952","","46,841","27,192","39,999","46,225","60,046","74,969"
"    Percent Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","424,286","(X)","294,373","1.3%","2.2%","10.0%","12.2%","20.6%","17.1%","7.3%","13.2%","16.0%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","384,801","27,551","230,497","5,519","7,797","37,315","44,240","55,579","31,113","13,365","17,723","17,846","39,897","49,373","","31,979","17,361","23,990","29,705","42,164","58,646"
"    Percent Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","384,801","(X)","230,497","2.4%","3.4%","16.2%","19.2%","24.1%","13.5%","5.8%","7.7%","7.7%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"Wisconsin","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,277,656","40,678","2,097,796","34,512","37,093","129,687","259,712","470,557","410,284","182,426","266,929","306,596","52,285","67,928","","46,322","30,530","36,939","42,701","58,745","70,880"
"    Percent","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,277,656","(X)","2,097,796","1.6%","1.8%","6.2%","12.4%","22.4%","19.6%","8.7%","12.7%","14.6%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,716,889","47,217","1,199,214","20,024","17,628","55,874","116,254","240,549","247,510","111,276","172,190","217,909","57,925","75,210","","52,271","35,640","42,830","51,529","69,907","86,034"
