"Label (Grouping)","Population 16 years and over with earnings","Population 16 years and over with earnings!!Median earnings (dollars)","Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS","Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$1 to $9,999 or loss","Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$10,000 to $14,999","Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$15,000 to $24,999","Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$25,000 to $34,999","Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$35,000 to $49,999","Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$50,000 to $64,999","Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$65,000 to $74,999","Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$75,000 to $99,999","Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$100,000 or more","Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!Median earnings (dollars) for full-time, year-round workers with earnings","Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!Mean earnings (dollars) for full-time, year-round workers with earnings","MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT","MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings","MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings!!Less than high school graduate","MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings!!High school graduate (includes equivalency)","MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings!!Some college or associate's degree","MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings!!Bachelor's degree","MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings!!Graduate or professional degree"
"        Estimate","5,050,789","(X)","3,033,300","1.6%","2.3%","10.2%","14.1%","19.9%","16.0%","7.3%","13.0%","15.5%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"North Carolina","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","5,436,268","31,977","3,585,214","65,190","108,001","510,076","632,145","785,628","528,746","206,743","300,896","447,789","42,356","59,209","","36,882","22,784","28,401","33,982","49,295","62,888"
"    Percent","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","5,436,268","(X)","3,585,214","1.8%","3.0%","14.2%","17.6%","21.9%","14.7%","5.8%","8.4%","12.5%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,824,035","36,834","2,026,274","30,129","48,277","260,096","319,761","410,838","310,734","125,199","196,732","324,508","46,941","66,408","","42,033","25,908","32,489","41,033","61,601","85,824"
"    Percent Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,824,035","(X)","2,026,274","1.5%","2.4%","12.8%","15.8%","20.3%","15.3%","6.2%","9.7%","16.0%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,612,233","27,606","1,558,940","35,061","59,724","249,980","312,384","374,790","218,012","81,544","104,164","123,281","39,126","49,852","","31,821","17,080","22,260","29,316","41,442","52,460"
"    Percent Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,612,233","(X)","1,558,940","2.2%","3.8%","16.0%","20.0%","24.0%","14.0%","5.2%","6.7%","7.9%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"North Dakota","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","447,610","37,409","299,306","5,179","6,720","28,699","42,663","68,768","56,125","23,662","30,578","36,912","49,286","61,702","","44,738","29,625","36,576","42,018","50,976","64,310"
"    Percent","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","447,610","(X)","299,306","1.7%","2.2%","9.6%","14.3%","23.0%","18.8%","7.9%","10.2%","12.3%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","245,114","46,468","176,363","2,230","3,892","11,523","18,409","35,494","35,125","16,205","23,282","30,203","55,608","70,874","","51,882","36,513","43,038","51,859","62,361","74,010"
"    Percent Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","245,114","(X)","176,363","1.3%","2.2%","6.5%","10.4%","20.1%","19.9%","9.2%","13.2%","17.1%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","202,496","30,571","122,943","2,949","2,828","17,176","24,254","33,274","21,000","7,457","7,296","6,709","40,582","48,545","","35,825","18,126","26,586","32,199","42,860","60,681"
"    Percent Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","202,496","(X)","122,943","2.4%","2.3%","14.0%","19.7%","27.1%","17.1%","6.1%","5.9%","5.5%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"Ohio","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","6,246,101","33,647","4,007,586","60,614","105,848","458,129","644,366","860,791","683,412","298,994","425,337","470,095","46,910","60,707","","40,052","22,929","31,372","35,933","52,613","67,945"
"    Percent","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","6,246,101","(X)","4,007,586","1.5%","2.6%","11.4%","16.1%","21.5%","17.1%","7.5%","10.6%","11.7%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,233,851","40,754","2,256,242","29,304","46,471","201,677","300,206","462,070","403,600","188,445","276,480","347,989","51,681","68,659","","46,939","28,751","38,353","43,701","65,755","81,020"
"    Percent Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,233,851","(X)","2,256,242","1.3%","2.1%","8.9%","13.3%","20.5%","17.9%","8.4%","12.3%","15.4%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,012,250","28,107","1,751,344","31,310","59,377","256,452","344,160","398,721","279,812","110,549","148,857","122,106","40,913","50,461","","32,376","17,146","24,472","30,609","44,604","61,048"
"    Percent Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,012,250","(X)","1,751,344","1.8%","3.4%","14.6%","19.7%","22.8%","16.0%","6.3%","8.5%","7.0%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"Oklahoma","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,995,243","31,043","1,331,471","27,257","53,425","200,178","239,597","292,988","193,553","79,928","107,835","136,710","41,220","55,202","","35,989","24,881","30,193","34,382","46,162","58,154"
"    Percent","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,995,243","(X)","1,331,471","2.0%","4.0%","15.0%","18.0%","22.0%","14.5%","6.0%","8.1%","10.3%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,054,475","37,097","760,825","13,799","20,815","90,038","118,192","157,808","120,443","54,266","76,438","109,026","47,031","64,156","","42,587","29,979","36,792","42,256","60,202","75,076"
"    Percent Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,054,475","(X)","760,825","1.8%","2.7%","11.8%","15.5%","20.7%","15.8%","7.1%","10.0%","14.3%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","940,768","25,353","570,646","13,458","32,610","110,140","121,405","135,180","73,110","25,662","31,397","27,684","35,556","43,265","","29,960","16,937","22,654","27,288","38,745","49,853"
"    Percent Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","940,768","(X)","570,646","2.4%","5.7%","19.3%","21.3%","23.7%","12.8%","4.5%","5.5%","4.9%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"Oregon","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,255,274","34,358","1,385,486","24,055","36,148","154,756","208,094","287,891","209,591","100,774","154,327","209,850","48,567","64,401","","40,148","26,327","31,098","36,161","51,699","69,381"
"    Percent","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,255,274","(X)","1,385,486","1.7%","2.6%","11.2%","15.0%","20.8%","15.1%","7.3%","11.1%","15.1%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,185,952","40,181","801,831","12,666","17,372","74,701","113,811","157,714","121,052","59,677","97,171","147,667","51,627","70,464","","45,753","30,717","36,347","41,889","61,680","83,465"
"    Percent Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,185,952","(X)","801,831","1.6%","2.2%","9.3%","14.2%","19.7%","15.1%","7.4%","12.1%","18.4%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,069,322","28,623","583,655","11,389","18,776","80,055","94,283","130,177","88,539","41,097","57,156","62,183","43,586","56,073","","34,092","20,880","25,281","30,579","42,787","60,376"
"    Percent Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,069,322","(X)","583,655","2.0%","3.2%","13.7%","16.2%","22.3%","15.2%","7.0%","9.8%","10.7%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"Pennsylvania","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","6,929,539","35,688","4,460,102","71,566","107,748","435,462","685,617","931,560","753,786","333,195","508,316","632,852","49,953","65,346","","41,258","26,096","31,870","37,372","52,668","71,209"
"    Percent","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","6,929,539","(X)","4,460,102","1.6%","2.4%","9.8%","15.4%","20.9%","16.9%","7.5%","11.4%","14.2%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,587,744","41,978","2,523,070","36,476","54,857","192,310","326,792","493,384","441,078","204,094","319,831","454,248","53,269","73,465","","49,087","30,980","39,936","46,511","63,743","86,241"
"    Percent Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,587,744","(X)","2,523,070","1.4%","2.2%","7.6%","13.0%","19.6%","17.5%","8.1%","12.7%","18.0%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,341,795","30,015","1,937,032","35,090","52,891","243,152","358,825","438,176","312,708","129,101","188,485","178,604","43,243","54,769","","34,281","20,003","25,508","31,192","45,834","61,803"
"    Percent Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,341,795","(X)","1,937,032","1.8%","2.7%","12.6%","18.5%","22.6%","16.1%","6.7%","9.7%","9.2%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"Rhode Island","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","580,027","38,122","361,708","4,944","5,214","26,710","50,953","73,264","69,360","32,094","45,631","53,538","52,123","67,216","","45,283","30,423","35,673","41,218","56,513","71,954"
"    Percent","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","580,027","(X)","361,708","1.4%","1.4%","7.4%","14.1%","20.3%","19.2%","8.9%","12.6%","14.8%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","295,437","45,416","205,927","2,554","3,244","13,350","23,328","37,834","40,305","19,254","27,101","38,957","57,416","74,766","","51,957","38,500","42,360","50,305","67,387","81,707"
"    Percent Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","295,437","(X)","205,927","1.2%","1.6%","6.5%","11.3%","18.4%","19.6%","9.3%","13.2%","18.9%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","284,590","31,748","155,781","2,390","1,970","13,360","27,625","35,430","29,055","12,840","18,530","14,581","47,356","57,235","","38,166","22,573","29,604","35,458","48,983","67,410"
"    Percent Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","284,590","(X)","155,781","1.5%","1.3%","8.6%","17.7%","22.7%","18.7%","8.2%","11.9%","9.4%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"South Carolina","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,585,433","30,860","1,694,557","33,983","57,437","261,792","314,952","353,703","260,512","101,496","139,769","170,913","41,351","55,531","","35,650","21,180","27,686","32,980","49,131","58,079"
"    Percent","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,585,433","(X)","1,694,557","2.0%","3.4%","15.4%","18.6%","20.9%","15.4%","6.0%","8.2%","10.1%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,323,920","35,833","930,513","16,717","22,690","118,092","156,588","188,572","149,852","62,809","88,559","126,634","46,080","62,752","","41,550","24,981","32,085","41,343","60,735","75,665"
"    Percent Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,323,920","(X)","930,513","1.8%","2.4%","12.7%","16.8%","20.3%","16.1%","6.7%","9.5%","13.6%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,261,513","26,409","764,044","17,266","34,747","143,700","158,364","165,131","110,660","38,687","51,210","44,279","36,720","46,736","","30,533","15,983","22,780","28,059","40,851","51,082"
"    Percent Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,261,513","(X)","764,044","2.3%","4.5%","18.8%","20.7%","21.6%","14.5%","5.1%","6.7%","5.8%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"South Dakota","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","504,144","31,981","327,922","9,376","9,081","36,120","60,844","90,104","53,593","19,439","21,868","27,497","41,595","53,853","","36,836","24,899","31,037","35,984","45,177","56,641"
"    Percent","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","504,144","(X)","327,922","2.9%","2.8%","11.0%","18.6%","27.5%","16.3%","5.9%","6.7%","8.4%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","265,662","37,748","187,957","4,462","3,184","14,879","28,895","50,494","33,890","13,618","16,067","22,468","46,784","61,504","","42,207","30,548","36,171","42,101","53,911","70,213"
"    Percent Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","265,662","(X)","187,957","2.4%","1.7%","7.9%","15.4%","26.9%","18.0%","7.2%","8.5%","12.0%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","238,482","26,537","139,965","4,914","5,897","21,241","31,949","39,610","19,703","5,821","5,801","5,029","36,467","43,579","","31,178","20,372","24,309","30,589","39,642","51,458"
"    Percent Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","238,482","(X)","139,965","3.5%","4.2%","15.2%","22.8%","28.3%","14.1%","4.2%","4.1%","3.6%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"Tennessee","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,462,888","31,597","2,320,307","41,650","82,230","330,080","431,153","514,107","343,637","137,060","195,010","245,380","41,619","56,567","","36,410","22,122","30,074","33,760","48,256","61,543"
"    Percent","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,462,888","(X)","2,320,307","1.8%","3.5%","14.2%","18.6%","22.2%","14.8%","5.9%","8.4%","10.6%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,797,887","36,821","1,299,125","20,593","36,033","151,713","217,962","272,428","201,701","85,198","133,276","180,221","46,357","63,881","","41,902","26,355","34,976","41,919","60,102","77,950"
"    Percent Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,797,887","(X)","1,299,125","1.6%","2.8%","11.7%","16.8%","21.0%","15.5%","6.6%","10.3%","13.9%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,665,001","26,907","1,021,182","21,057","46,197","178,367","213,191","241,679","141,936","51,862","61,734","65,159","37,210","47,262","","31,054","17,599","24,246","28,232","41,443","53,251"
"    Percent Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,665,001","(X)","1,021,182","2.1%","4.5%","17.5%","20.9%","23.7%","13.9%","5.1%","6.0%","6.4%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"Texas","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","14,794,699","33,526","10,092,111","193,324","391,660","1,405,858","1,602,457","1,886,955","1,540,488","609,672","996,979","1,464,718","45,787","62,720","","39,909","24,047","30,804","37,027","55,437","71,167"
"    Percent","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","14,794,699","(X)","10,092,111","1.9%","3.9%","13.9%","15.9%","18.7%","15.3%","6.0%","9.9%","14.5%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","7,997,782","40,079","5,887,167","96,993","177,957","683,182","876,231","1,066,042","860,580","376,050","644,892","1,105,240","50,394","70,978","","46,128","30,042","36,373","45,735","67,259","89,921"
"    Percent Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","7,997,782","(X)","5,887,167","1.6%","3.0%","11.6%","14.9%","18.1%","14.6%","6.4%","11.0%","18.8%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","6,796,917","27,706","4,204,944","96,331","213,703","722,676","726,226","820,913","679,908","233,622","352,087","359,478","40,499","51,157","","32,144","16,629","24,037","31,216","49,005","60,570"
"    Percent Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","6,796,917","(X)","4,204,944","2.3%","5.1%","17.2%","17.3%","19.5%","16.2%","5.6%","8.4%","8.5%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"Utah","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,680,701","32,263","1,031,878","16,034","26,179","112,866","161,338","222,870","167,279","71,081","112,168","142,063","47,597","63,026","","41,127","27,432","33,406","37,148","49,238","72,603"
"    Percent","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,680,701","(X)","1,031,878","1.6%","2.5%","10.9%","15.6%","21.6%","16.2%","6.9%","10.9%","13.8%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","921,187","42,056","656,087","7,438","13,598","54,024","85,523","125,635","111,357","49,768","87,112","121,632","53,409","72,278","","51,572","34,289","41,600","48,318","66,005","90,701"
"    Percent Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","921,187","(X)","656,087","1.1%","2.1%","8.2%","13.0%","19.1%","17.0%","7.6%","13.3%","18.5%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","759,514","23,496","375,791","8,596","12,581","58,842","75,815","97,235","55,922","21,313","25,056","20,431","39,342","46,873","","30,357","18,834","25,831","27,224","35,253","53,893"
"    Percent Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","759,514","(X)","375,791","2.3%","3.3%","15.7%","20.2%","25.9%","14.9%","5.7%","6.7%","5.4%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"Vermont","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","373,164","32,719","217,643","3,947","5,165","17,555","37,420","51,387","39,940","16,378","23,566","22,285","47,137","59,416","","39,521","29,376","31,453","36,907","43,198","60,524"
"    Percent","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","373,164","(X)","217,643","1.8%","2.4%","8.1%","17.2%","23.6%","18.4%","7.5%","10.8%","10.2%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","187,332","36,927","119,775","2,436","2,271","7,804","18,902","26,230","22,732","9,806","14,562","15,032","50,828","64,076","","43,604","32,181","36,907","42,345","51,227","68,226"
"    Percent Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","187,332","(X)","119,775","2.0%","1.9%","6.5%","15.8%","21.9%","19.0%","8.2%","12.2%","12.6%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","185,832","30,142","97,868","1,511","2,894","9,751","18,518","25,157","17,208","6,572","9,004","7,253","43,376","53,713","","35,199","13,094","23,928","33,434","40,370","56,970"
"    Percent Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","185,832","(X)","97,868","1.5%","3.0%","10.0%","18.9%","25.7%","17.6%","6.7%","9.2%","7.4%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"Virginia","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","4,696,198","39,324","3,151,068","46,890","80,478","323,219","413,355","582,376","471,241","218,322","363,565","651,622","52,325","72,833","","45,865","24,900","31,831","39,440","60,105","82,600"
"    Percent","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","4,696,198","(X)","3,151,068","1.5%","2.6%","10.3%","13.1%","18.5%","15.0%","6.9%","11.5%","20.7%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,460,367","45,839","1,788,488","23,429","38,043","150,530","207,748","303,974","264,897","127,162","221,579","451,126","59,305","81,680","","52,702","29,928","37,564","47,461","73,448","103,905"
"    Percent Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,460,367","(X)","1,788,488","1.3%","2.1%","8.4%","11.6%","17.0%","14.8%","7.1%","12.4%","25.2%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,235,831","32,079","1,362,580","23,461","42,435","172,689","205,607","278,402","206,344","91,160","141,986","200,496","47,002","61,220","","38,626","18,794","25,030","31,867","49,399","66,151"
"    Percent Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,235,831","(X)","1,362,580","1.7%","3.1%","12.7%","15.1%","20.4%","15.1%","6.7%","10.4%","14.7%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"Washington","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","4,116,510","40,286","2,624,027","32,809","44,322","208,063","348,355","491,233","411,094","194,551","343,701","549,899","55,744","74,808","","46,329","28,613","35,865","40,755","61,135","80,520"
"    Percent","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","4,116,510","(X)","2,624,027","1.3%","1.7%","7.9%","13.3%","18.7%","15.7%","7.4%","13.1%","21.0%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,209,623","48,336","1,557,328","18,068","21,582","101,685","173,018","265,906","239,007","117,165","219,531","401,366","61,666","83,908","","55,129","33,759","41,933","50,541","75,974","101,005"
"    Percent Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,209,623","(X)","1,557,328","1.2%","1.4%","6.5%","11.1%","17.1%","15.3%","7.5%","14.1%","25.8%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,906,887","32,273","1,066,699","14,741","22,740","106,378","175,337","225,327","172,087","77,386","124,170","148,533","48,706","61,523","","37,266","21,844","28,668","32,328","49,957","65,937"
"    Percent Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,906,887","(X)","1,066,699","1.4%","2.1%","10.0%","16.4%","21.1%","16.1%","7.3%","11.6%","13.9%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"West Virginia","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","828,209","30,046","535,639","8,609","20,086","93,585","104,429","107,052","77,632","33,062","40,190","50,994","39,933","52,303","","33,375","24,872","30,250","31,250","41,804","55,120"
"    Percent","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","828,209","(X)","535,639","1.6%","3.7%","17.5%","19.5%","20.0%","14.5%","6.2%","7.5%","9.5%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","438,239","36,068","305,266","4,380","9,049","38,792","50,971","58,939","50,144","24,035","29,574","39,382","46,346","59,751","","41,146","26,997","37,283","41,413","50,824","65,233"
"    Percent Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","438,239","(X)","305,266","1.4%","3.0%","12.7%","16.7%","19.3%","16.4%","7.9%","9.7%","12.9%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","389,970","23,940","230,373","4,229","11,037","54,793","53,458","48,113","27,488","9,027","10,616","11,612","32,778","42,433","","27,183","18,292","21,741","25,732","35,333","50,701"
"    Percent Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","389,970","(X)","230,373","1.8%","4.8%","23.8%","23.2%","20.9%","11.9%","3.9%","4.6%","5.0%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"Wisconsin","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,291,691","35,704","2,129,034","35,925","51,203","200,510","338,448","500,964","392,046","160,739","219,429","229,770","47,190","60,348","","41,273","28,345","32,708","38,747","51,879","65,974"
"    Percent","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,291,691","(X)","2,129,034","1.7%","2.4%","9.4%","15.9%","23.5%","18.4%","7.5%","10.3%","10.8%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,710,079","41,945","1,218,360","18,051","22,609","84,522","159,517","270,370","240,341","100,665","148,830","173,455","51,766","68,134","","48,413","32,857","40,173","47,320","64,678","77,685"
