"Label (Grouping)","Population 16 years and over with earnings","Population 16 years and over with earnings!!Median earnings (dollars)","Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS","Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$1 to $9,999 or loss","Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$10,000 to $14,999","Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$15,000 to $24,999","Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$25,000 to $34,999","Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$35,000 to $49,999","Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$50,000 to $64,999","Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$65,000 to $74,999","Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$75,000 to $99,999","Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$100,000 or more","Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!Median earnings (dollars) for full-time, year-round workers with earnings","Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!Mean earnings (dollars) for full-time, year-round workers with earnings","MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT","MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings","MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings!!Less than high school graduate","MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings!!High school graduate (includes equivalency)","MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings!!Some college or associate's degree","MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings!!Bachelor's degree","MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings!!Graduate or professional degree"
"        Estimate","5,093,795","36,555","3,117,866","49,244","61,924","285,962","427,873","624,287","484,428","236,451","404,868","542,829","51,927","69,668","","41,655","21,109","27,124","35,792","55,471","71,954"
"    Percent Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","5,093,795","(X)","3,117,866","1.6%","2.0%","9.2%","13.7%","20.0%","15.5%","7.6%","13.0%","17.4%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"North Carolina","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","5,475,083","33,205","3,647,903","65,906","113,945","477,018","608,338","818,762","544,620","218,366","326,902","474,046","43,670","60,566","","38,534","23,976","30,369","34,861","50,977","65,620"
"    Percent","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","5,475,083","(X)","3,647,903","1.8%","3.1%","13.1%","16.7%","22.4%","14.9%","6.0%","9.0%","13.0%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,832,460","38,228","2,041,099","30,815","50,026","240,544","306,067","431,746","306,145","131,406","205,930","338,420","47,524","68,211","","43,126","27,737","35,532","41,280","65,048","87,085"
"    Percent Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,832,460","(X)","2,041,099","1.5%","2.5%","11.8%","15.0%","21.2%","15.0%","6.4%","10.1%","16.6%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,642,623","29,690","1,606,804","35,091","63,919","236,474","302,271","387,016","238,475","86,960","120,972","135,626","40,640","50,855","","32,807","18,370","24,257","30,196","43,584","55,612"
"    Percent Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,642,623","(X)","1,606,804","2.2%","4.0%","14.7%","18.8%","24.1%","14.8%","5.4%","7.5%","8.4%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"North Dakota","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","451,603","37,398","290,483","8,765","7,032","22,428","42,872","63,992","55,059","22,294","30,679","37,362","50,023","62,755","","43,865","28,756","34,343","41,818","51,854","61,288"
"    Percent","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","451,603","(X)","290,483","3.0%","2.4%","7.7%","14.8%","22.0%","19.0%","7.7%","10.6%","12.9%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","244,869","45,899","171,312","5,171","3,388","9,687","19,386","34,177","31,877","14,653","22,722","30,251","54,899","71,711","","51,738","38,198","43,428","51,913","62,148","71,399"
"    Percent Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","244,869","(X)","171,312","3.0%","2.0%","5.7%","11.3%","20.0%","18.6%","8.6%","13.3%","17.7%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","206,734","30,808","119,171","3,594","3,644","12,741","23,486","29,815","23,182","7,641","7,957","7,111","41,718","49,881","","35,625","20,968","23,742","31,948","46,338","57,060"
"    Percent Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","206,734","(X)","119,171","3.0%","3.1%","10.7%","19.7%","25.0%","19.5%","6.4%","6.7%","6.0%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"Ohio","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","6,255,420","34,852","4,060,082","64,044","99,008","432,067","655,439","868,398","692,370","292,760","455,115","500,881","47,496","61,821","","40,586","24,836","31,514","36,821","53,680","71,180"
"    Percent","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","6,255,420","(X)","4,060,082","1.6%","2.4%","10.6%","16.1%","21.4%","17.1%","7.2%","11.2%","12.3%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,237,972","41,358","2,285,536","29,624","45,506","183,432","307,166","470,577","410,852","176,459","296,026","365,894","52,039","70,012","","47,916","30,803","38,915","46,524","65,725","85,297"
"    Percent Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,237,972","(X)","2,285,536","1.3%","2.0%","8.0%","13.4%","20.6%","18.0%","7.7%","13.0%","16.0%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,017,448","28,819","1,774,546","34,420","53,502","248,635","348,273","397,821","281,518","116,301","159,089","134,987","41,184","51,272","","32,696","18,091","24,621","30,594","46,262","62,258"
"    Percent Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,017,448","(X)","1,774,546","1.9%","3.0%","14.0%","19.6%","22.4%","15.9%","6.6%","9.0%","7.6%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"Oklahoma","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,987,964","32,323","1,365,645","30,226","47,965","186,800","237,386","304,159","210,316","83,562","125,979","139,252","42,051","56,695","","38,088","24,760","31,766","35,955","47,828","61,092"
"    Percent","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,987,964","(X)","1,365,645","2.2%","3.5%","13.7%","17.4%","22.3%","15.4%","6.1%","9.2%","10.2%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,055,250","40,259","775,828","13,966","21,234","82,394","111,836","160,323","133,132","53,824","89,340","109,779","49,721","65,542","","46,073","30,376","40,027","45,929","61,013","81,330"
"    Percent Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,055,250","(X)","775,828","1.8%","2.7%","10.6%","14.4%","20.7%","17.2%","6.9%","11.5%","14.1%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","932,714","26,914","589,817","16,260","26,731","104,406","125,550","143,836","77,184","29,738","36,639","29,473","36,494","45,059","","31,078","18,173","24,565","29,667","40,789","51,547"
"    Percent Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","932,714","(X)","589,817","2.8%","4.5%","17.7%","21.3%","24.4%","13.1%","5.0%","6.2%","5.0%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"Oregon","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,270,459","35,643","1,384,426","23,649","26,108","128,731","206,104","290,333","208,535","102,877","165,633","232,456","50,712","67,049","","40,774","27,408","31,451","36,817","52,498","70,854"
"    Percent","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,270,459","(X)","1,384,426","1.7%","1.9%","9.3%","14.9%","21.0%","15.1%","7.4%","12.0%","16.8%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,185,614","41,243","794,060","11,371","12,521","63,255","104,121","149,082","123,148","60,267","104,881","165,414","55,654","74,419","","47,450","31,394","36,668","44,627","65,282","87,516"
"    Percent Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,185,614","(X)","794,060","1.4%","1.6%","8.0%","13.1%","18.8%","15.5%","7.6%","13.2%","20.8%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,084,845","30,688","590,366","12,278","13,587","65,476","101,983","141,251","85,387","42,610","60,752","67,042","44,634","57,137","","34,948","22,350","26,233","31,028","44,295","60,994"
"    Percent Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,084,845","(X)","590,366","2.1%","2.3%","11.1%","17.3%","23.9%","14.5%","7.2%","10.3%","11.4%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"Pennsylvania","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","6,908,740","37,000","4,556,377","73,669","110,665","418,659","679,316","936,132","756,510","351,665","537,821","691,940","50,626","66,940","","42,229","26,343","32,567","39,075","55,326","73,805"
"    Percent","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","6,908,740","(X)","4,556,377","1.6%","2.4%","9.2%","14.9%","20.5%","16.6%","7.7%","11.8%","15.2%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,592,335","44,105","2,570,985","36,617","51,259","183,700","321,306","495,317","445,180","213,049","330,923","493,634","55,221","75,037","","50,623","32,445","40,980","46,600","66,071","89,986"
"    Percent Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,592,335","(X)","2,570,985","1.4%","2.0%","7.1%","12.5%","19.3%","17.3%","8.3%","12.9%","19.2%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,316,405","30,813","1,985,392","37,052","59,406","234,959","358,010","440,815","311,330","138,616","206,898","198,306","43,791","56,454","","35,690","18,646","25,774","31,757","47,119","65,393"
"    Percent Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,316,405","(X)","1,985,392","1.9%","3.0%","11.8%","18.0%","22.2%","15.7%","7.0%","10.4%","10.0%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"Rhode Island","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","601,164","39,145","389,052","6,649","7,929","27,889","50,189","81,765","70,140","32,062","52,702","59,727","52,157","67,582","","46,060","31,893","36,883","40,363","57,398","76,827"
"    Percent","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","601,164","(X)","389,052","1.7%","2.0%","7.2%","12.9%","21.0%","18.0%","8.2%","13.5%","15.4%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","305,005","45,787","215,586","2,863","3,801","14,584","23,411","41,088","39,893","18,954","30,086","40,906","57,278","74,585","","51,838","35,764","42,256","49,079","64,281","89,676"
"    Percent Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","305,005","(X)","215,586","1.3%","1.8%","6.8%","10.9%","19.1%","18.5%","8.8%","14.0%","19.0%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","296,159","34,812","173,466","3,786","4,128","13,305","26,778","40,677","30,247","13,108","22,616","18,821","48,556","58,879","","40,366","29,139","31,177","36,215","50,834","68,319"
"    Percent Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","296,159","(X)","173,466","2.2%","2.4%","7.7%","15.4%","23.4%","17.4%","7.6%","13.0%","10.8%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"South Carolina","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,619,697","32,373","1,775,603","33,474","61,307","246,374","303,122","389,731","270,781","111,062","159,695","200,057","42,237","57,538","","37,727","23,085","30,592","35,994","50,734","60,788"
"    Percent","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,619,697","(X)","1,775,603","1.9%","3.5%","13.9%","17.1%","21.9%","15.3%","6.3%","9.0%","11.3%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,343,985","39,893","983,132","15,917","24,804","112,836","143,926","204,308","156,496","68,801","104,450","151,594","48,541","65,931","","44,366","28,454","36,972","42,897","64,236","77,210"
"    Percent Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,343,985","(X)","983,132","1.6%","2.5%","11.5%","14.6%","20.8%","15.9%","7.0%","10.6%","15.4%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,275,712","27,579","792,471","17,557","36,503","133,538","159,196","185,423","114,285","42,261","55,245","48,463","37,584","47,126","","31,677","17,126","23,893","30,074","41,000","53,390"
"    Percent Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,275,712","(X)","792,471","2.2%","4.6%","16.9%","20.1%","23.4%","14.4%","5.3%","7.0%","6.1%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"South Dakota","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","502,103","32,908","330,890","8,759","10,732","35,969","57,488","79,900","62,102","21,889","25,233","28,818","43,750","55,431","","38,646","22,131","31,306","36,732","47,630","57,244"
"    Percent","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","502,103","(X)","330,890","2.6%","3.2%","10.9%","17.4%","24.1%","18.8%","6.6%","7.6%","8.7%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","266,229","40,152","188,542","4,298","5,399","16,014","25,375","42,162","40,710","14,260","17,508","22,816","50,196","63,212","","45,154","25,485","39,083","45,548","52,350","67,214"
"    Percent Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","266,229","(X)","188,542","2.3%","2.9%","8.5%","13.5%","22.4%","21.6%","7.6%","9.3%","12.1%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","235,874","28,766","142,348","4,461","5,333","19,955","32,113","37,738","21,392","7,629","7,725","6,002","37,765","45,125","","31,822","16,298","24,381","31,024","41,503","52,222"
"    Percent Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","235,874","(X)","142,348","3.1%","3.7%","14.0%","22.6%","26.5%","15.0%","5.4%","5.4%","4.2%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"Tennessee","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,527,345","32,604","2,395,612","42,077","73,175","312,182","439,777","532,037","376,494","138,563","200,703","280,604","42,395","59,165","","37,610","25,365","30,596","35,518","50,633","62,832"
"    Percent","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,527,345","(X)","2,395,612","1.8%","3.1%","13.0%","18.4%","22.2%","15.7%","5.8%","8.4%","11.7%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,820,209","39,010","1,337,941","22,092","32,078","141,085","212,671","291,109","217,785","81,282","132,197","207,642","47,626","67,145","","44,215","28,277","36,039","42,157","62,661","80,936"
"    Percent Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,820,209","(X)","1,337,941","1.7%","2.4%","10.5%","15.9%","21.8%","16.3%","6.1%","9.9%","15.5%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,707,136","28,699","1,057,671","19,985","41,097","171,097","227,106","240,928","158,709","57,281","68,506","72,962","38,284","49,072","","31,983","19,620","24,529","30,435","41,901","55,152"
"    Percent Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,707,136","(X)","1,057,671","1.9%","3.9%","16.2%","21.5%","22.8%","15.0%","5.4%","6.5%","6.9%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"Texas","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","15,074,554","35,329","10,525,130","212,436","392,899","1,430,067","1,634,109","1,931,166","1,605,543","680,264","1,040,144","1,598,502","46,434","63,806","","40,895","25,282","31,234","38,121","56,853","72,195"
"    Percent","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","15,074,554","(X)","10,525,130","2.0%","3.7%","13.6%","15.5%","18.3%","15.3%","6.5%","9.9%","15.2%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","8,151,031","41,239","6,129,696","109,081","179,788","676,346","879,424","1,086,767","906,699","404,733","685,361","1,201,497","51,125","72,170","","48,069","30,785","37,443","46,823","70,512","94,914"
"    Percent Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","8,151,031","(X)","6,129,696","1.8%","2.9%","11.0%","14.3%","17.7%","14.8%","6.6%","11.2%","19.6%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","6,923,523","29,029","4,395,434","103,355","213,111","753,721","754,685","844,399","698,844","275,531","354,783","397,005","40,670","52,142","","32,862","17,734","24,096","31,655","50,132","61,195"
"    Percent Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","6,923,523","(X)","4,395,434","2.4%","4.8%","17.1%","17.2%","19.2%","15.9%","6.3%","8.1%","9.0%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"Utah","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,746,464","33,396","1,084,410","16,310","28,607","98,998","178,600","226,430","170,477","83,386","122,442","159,160","49,373","65,226","","41,679","28,028","34,667","37,247","51,611","76,099"
"    Percent","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,746,464","(X)","1,084,410","1.5%","2.6%","9.1%","16.5%","20.9%","15.7%","7.7%","11.3%","14.7%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","950,095","44,749","671,678","9,113","14,662","44,592","86,653","119,858","111,010","59,262","91,599","134,929","57,117","75,509","","53,216","34,272","45,268","48,412","69,239","91,781"
"    Percent Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","950,095","(X)","671,678","1.4%","2.2%","6.6%","12.9%","17.8%","16.5%","8.8%","13.6%","20.1%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","796,369","25,596","412,732","7,197","13,945","54,406","91,947","106,572","59,467","24,124","30,843","24,231","39,784","48,490","","31,142","21,459","26,565","28,822","36,800","56,886"
"    Percent Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","796,369","(X)","412,732","1.7%","3.4%","13.2%","22.3%","25.8%","14.4%","5.8%","7.5%","5.9%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"Vermont","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","368,491","35,474","224,296","3,736","4,000","16,976","36,937","50,842","45,191","17,556","23,762","25,296","49,842","60,545","","41,496","27,052","32,425","39,882","47,170","61,617"
"    Percent","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","368,491","(X)","224,296","1.7%","1.8%","7.6%","16.5%","22.7%","20.1%","7.8%","10.6%","11.3%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","189,252","40,185","126,466","2,118","2,302","8,212","20,012","26,878","24,826","10,902","13,002","18,214","51,212","66,043","","46,037","29,144","37,496","49,067","53,382","75,955"
"    Percent Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","189,252","(X)","126,466","1.7%","1.8%","6.5%","15.8%","21.3%","19.6%","8.6%","10.3%","14.4%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","179,239","31,360","97,830","1,618","1,698","8,764","16,925","23,964","20,365","6,654","10,760","7,082","46,616","53,437","","37,659","20,958","26,935","32,556","41,482","55,280"
"    Percent Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","179,239","(X)","97,830","1.7%","1.7%","9.0%","17.3%","24.5%","20.8%","6.8%","11.0%","7.2%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"Virginia","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","4,728,857","40,405","3,248,200","52,533","75,829","323,810","432,497","582,997","477,876","222,979","380,163","699,516","53,087","73,890","","46,873","23,892","32,366","40,071","61,529","85,582"
"    Percent","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","4,728,857","(X)","3,248,200","1.6%","2.3%","10.0%","13.3%","17.9%","14.7%","6.9%","11.7%","21.5%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,452,011","46,552","1,814,285","24,203","38,391","147,311","214,220","301,962","257,035","121,408","227,909","481,846","60,285","83,125","","54,616","30,319","40,060","47,468","77,025","107,620"
"    Percent Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,452,011","(X)","1,814,285","1.3%","2.1%","8.1%","11.8%","16.6%","14.2%","6.7%","12.6%","26.6%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,276,846","33,628","1,433,915","28,330","37,438","176,499","218,277","281,035","220,841","101,571","152,254","217,670","48,209","62,204","","40,007","18,704","26,429","33,305","50,898","67,071"
"    Percent Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,276,846","(X)","1,433,915","2.0%","2.6%","12.3%","15.2%","19.6%","15.4%","7.1%","10.6%","15.2%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"Washington","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","4,180,920","41,735","2,691,386","29,975","40,985","190,711","343,580","495,081","414,824","206,970","354,333","614,927","58,341","78,254","","48,567","30,627","36,441","42,030","62,447","86,167"
"    Percent","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","4,180,920","(X)","2,691,386","1.1%","1.5%","7.1%","12.8%","18.4%","15.4%","7.7%","13.2%","22.8%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,257,697","50,447","1,597,066","16,054","20,281","91,926","168,018","268,686","241,411","124,372","221,370","444,948","63,988","87,557","","56,983","34,325","42,508","51,279","80,202","104,036"
"    Percent Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,257,697","(X)","1,597,066","1.0%","1.3%","5.8%","10.5%","16.8%","15.1%","7.8%","13.9%","27.9%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,923,223","34,172","1,094,320","13,921","20,704","98,785","175,562","226,395","173,413","82,598","132,963","169,979","50,612","64,678","","39,621","23,607","29,280","35,000","50,833","71,297"
"    Percent Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,923,223","(X)","1,094,320","1.3%","1.9%","9.0%","16.0%","20.7%","15.8%","7.5%","12.2%","15.5%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"West Virginia","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","834,764","30,970","548,615","10,706","22,424","79,714","103,542","113,200","77,189","38,966","49,096","53,778","41,322","53,282","","35,440","20,200","30,573","32,380","45,304","58,802"
"    Percent","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","834,764","(X)","548,615","2.0%","4.1%","14.5%","18.9%","20.6%","14.1%","7.1%","8.9%","9.8%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","439,231","37,783","314,354","5,936","10,721","36,956","49,629","63,435","47,116","25,279","35,227","40,055","46,946","58,841","","41,832","24,169","40,176","41,817","52,162","72,779"
"    Percent Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","439,231","(X)","314,354","1.9%","3.4%","11.8%","15.8%","20.2%","15.0%","8.0%","11.2%","12.7%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","395,533","25,714","234,261","4,770","11,703","42,758","53,913","49,765","30,073","13,687","13,869","13,723","35,748","45,823","","28,228","15,848","22,331","26,791","40,483","52,299"
"    Percent Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","395,533","(X)","234,261","2.0%","5.0%","18.3%","23.0%","21.2%","12.8%","5.8%","5.9%","5.9%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"Wisconsin","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,284,212","37,044","2,148,822","35,670","48,019","186,817","323,533","500,468","392,961","176,976","237,093","247,285","49,080","61,325","","42,222","29,561","33,547","40,482","52,425","67,112"
"    Percent","","","","","","","","","","","","","","","","","","","","",""
